open,high,low,close,volume,Target
100.49671415301123,101.17189242798561,99.6332205480463,99.6332205480463,1985,1
100.35844985184005,100.50296852255556,100.32724636290096,100.32724636290096,5231,1
101.00613838994074,101.7985583109407,100.9881215178963,100.9881215178963,6302,1
102.52916824634876,102.8371297759878,102.05653790050536,102.05653790050536,6291,1
102.29501487162543,104.1886295385792,100.9281565083446,102.08086456091424,1908,1
102.06087791467625,102.2741716220492,101.46831064082892,102.2741716220492,6051,1
103.64009073018364,103.64129620554587,100.93569909858087,103.31893169147794,3586,1
104.40752545933655,105.22461409040474,103.77764090697275,103.77764090697275,2331,1
103.9380510734016,104.597296741834,103.44977723095005,104.597296741834,7851,0
104.48061111698756,105.41818125461413,103.84728429091632,103.84728429091632,2806,1
104.0171934241751,105.62475328854408,103.99456257149824,103.99456257149824,1805,1
103.55146367060485,104.31418844917106,102.14590061674856,103.99800017754556,5147,0
103.79342594217087,104.56256829195817,102.80843281635386,103.99303636057365,1071,0
101.88014569751307,102.82004879862194,101.68146568796567,102.82004879862194,1027,0
100.15522786500004,100.98470270693178,100.07616052313548,100.6342310083928,9660,0
99.59294033575907,99.78676647453187,99.01381622612332,99.01381622612332,4983,0
98.58010921542466,98.84462405673527,98.09927542591268,98.84462405673527,9955,1
98.89435654801993,100.89821891242669,98.19818855086064,99.08869001135817,8055,0
97.98633247249872,98.62175050270794,97.46863989962951,97.83899224587721,7690,0
96.57402877116343,97.8132871660169,96.48593752713435,97.537954194219,4832,1
98.03967754008498,98.09961017035131,95.86974095200443,98.09961017035131,1559,0
97.81390123959844,98.09127817755663,96.39021860271451,98.09127817755663,8957,1
97.88142944428637,99.24208804012503,96.0295867127117,99.24208804012503,4831,0
96.4566812580729,97.76550165719202,95.6730915932743,96.18155982981786,8344,0
95.91229853354773,98.93181068936855,95.23365547225362,95.59453763953033,6171,1
96.02322112325758,96.20707066801128,95.70498359551496,96.13979963527005,1078,0
94.87222754583529,96.67273872734614,94.09107116770417,95.94374348141632,5929,0
95.24792556418096,96.4868719171204,94.98812542341345,94.98812542341345,4647,0
94.64728687426215,94.85694628953678,93.04874876216581,93.04874876216581,2031,1
94.35559312446888,94.84722931010093,93.55346466585077,93.76847785384874,8381,0
93.75388651223948,94.56100910887679,92.8916630003525,92.8916630003525,3072,1
95.60616469674842,96.5797108964529,94.18993764095578,95.18133334922278,7911,1
95.59266747201049,96.0690252413667,94.44151373545762,96.0690252413667,7088,0
94.53495654305459,95.04042670222121,91.69587788356917,93.64420767950233,2484,1
95.35750145515777,96.41771136265665,94.54812063407502,94.54812063407502,6838,0
94.13665780518676,96.89631784409784,93.1799546188011,94.20599496690211,2550,1
94.3455214001915,94.73793736737026,93.82857488444313,94.73793736737026,6497,0
92.38585127631173,92.89481490201922,92.1643380133596,92.1643380133596,5682,0
91.05766522741331,91.0832395396053,91.03536494369526,91.0832395396053,2829,1
91.25452646328243,93.02360236817155,90.56564092070703,92.07183266702076,4751,1
91.99299304327783,92.6877061743669,91.78823416087604,92.6877061743669,7081,0
92.1643613244678,92.57364376258091,91.39848304498719,92.57364376258091,7601,0
92.04871304207957,92.57280144001416,90.4328262546691,92.57280144001416,5459,0
91.74760934649028,91.899964218524,91.44796165865293,91.44796165865293,4856,0
90.26908735612285,91.09150728850506,89.33665248516819,90.37865893620071,7182,0
89.54924314772813,90.67027381505261,89.13414285876476,89.13414285876476,7083,0
89.08860437676836,89.08881144168656,88.38790376464777,89.08881144168656,8970,1
90.14572660298727,90.15502692412588,87.33107215851471,90.15502692412588,3094,1
90.48934489255574,90.81723960906865,90.38500209956884,90.38500209956884,7238,0
88.72630473719299,88.88149542105197,88.33299768718767,88.33299768718767,4032,1
89.0503887065878,89.87548697125543,88.31233162292641,89.87548697125543,2548,0
88.66530642617147,89.53243664188237,88.48405526356942,89.53243664188237,9559,0
87.98838442586552,88.64650091494077,87.52811280088322,87.62525277904844,1064,1
88.60006071470639,88.90378674348305,88.40521837443625,88.90378674348305,4299,1
89.63106023720233,90.97693116067555,88.61136491749347,89.97227607969437,5849,1
90.56234035631853,91.38159821604003,90.35597858499308,91.38159821604003,6639,0
89.7231228330959,90.19934370664056,88.26092689437826,89.79763242692268,3035,1
89.41391045724468,90.28829963795741,88.96527469273016,90.28829963795741,6674,0
89.74517388864824,90.00773521765016,88.7831866995764,90.00773521765016,3228,1
90.7207190157706,90.91430892713814,90.48370704575797,90.91430892713814,6620,0
90.24154477792531,91.09244274009329,89.4916445385016,90.29087294372016,1596,0
90.0558858012615,90.19325758966089,89.77661796304497,90.19325758966089,4606,0
88.94955082725546,89.34001567718435,87.99864009756823,88.58426996905158,4889,0
87.7533442031748,87.8565659561073,87.43482319837594,87.8565659561073,4506,1
88.565870025569,88.83123237496862,87.57417336212869,88.74594106326498,2395,1
89.92211005413982,90.5048687117514,89.28922977925502,89.6491767339143,8529,1
89.85009993255949,92.28891709083592,89.66077162526712,89.66077162526712,9303,1
90.85363283045152,90.98791199263782,90.55638855707139,90.98791199263782,1452,1
91.21526885549915,92.63801699159909,90.02603639042202,92.08245626832688,8336,0
90.57014910089401,91.49636450313561,89.51616332971113,90.07279472947992,3631,1
90.93154470640243,91.8969421909936,90.35953842810196,91.50799605152486,3186,1
92.4695812728684,93.70571199467462,91.76485283725751,91.76485283725751,6967,1
92.43375523375845,92.52241282471988,90.89617043730927,92.52241282471988,7374,1
93.99839888957246,94.19571459697805,93.85349431049103,94.19571459697805,6358,0
91.37865378548271,91.99630568091706,90.93271007162156,91.99630568091706,5348,1
92.20055628985793,92.51662914588498,92.08741583280491,92.08741583280491,2459,0
92.2876033580961,92.90337450786724,91.92448669694053,91.92448669694053,2942,0
91.98859600763024,93.19248044479905,89.98113914688523,91.09316804670519,6422,1
92.08035678416574,92.21980305984674,91.69200984586459,91.69200984586459,6196,0
90.09278786956484,90.54297713441626,89.78716875849653,90.54297713441626,1061,0
89.87311598172734,89.87364394058393,89.23945495695328,89.87364394058393,2494,1
90.23022855323909,90.8314353021682,89.53202887862804,90.55044513118791,2180,1
91.7081225979806,93.15197741411414,90.02944792460804,92.92941754366575,7268,0
91.18985237970695,93.48603333284419,89.2782118290552,91.32381076028719,3788,0
90.38135877681377,90.93189562630535,89.07019127901114,90.28624712911301,5636,0
89.87960173322922,91.10031415914338,89.65528276235112,89.65528276235112,5721,1
90.7950038509313,91.3031440485786,89.93541897858773,90.48461285955374,6710,1
91.12375496059099,91.27153527940845,91.04395347653225,91.04395347653225,8702,0
90.59399475682395,91.04724316584696,89.45443922079848,90.85824952043129,1105,1
91.1072621899373,92.55972972440804,90.71990022538449,91.06692827972326,5087,1
91.20433973928534,91.53108450388767,90.10571931410753,91.53108450388767,4925,1
92.17298472981824,92.47345908942907,90.75248044254718,92.26650822625685,2908,0
91.47093163594087,92.09313877998427,91.35745099005874,91.35745099005874,3049,0
91.14326948934311,92.28210260712387,90.9217110157189,90.9217110157189,9172,0
90.75116133621096,91.79027312363122,89.51640942216616,90.82331457303272,4904,0
89.28764638807883,89.36341067461429,88.25569114598439,89.36341067461429,4796,0
89.58376666514341,90.25424728238463,88.98827576750416,88.98827576750416,1292,1
89.8448219373233,90.91667917036345,89.2549271808604,89.93229569100404,7266,1
